text,clean_text,label,mentions_dem,mentions_rep
also it’s kind of nice that  and   are trending and Tr*mp2020 isn’t. ,also it s kind of nice that  and   are trending and tr mp2020 isn t. ,Democrat,"['Biden', 'Harris']",['Trump']
"Trump’s Stunning News Conference https://t.co/5eQie23oyc 
😷🌊           🏳️‍🌈   ",trump s stunning news conference                       ,Democrat,"['Biden', 'Harris']",['Trump']
"Must Read. Read about the racketeering taking place in the trump administration - orchestrated by trump himself. Disgusting and shameful how taxpayers in AMERICA have been financially misused. 

https://t.co/bNM27D9OJt",must read. read about the racketeering taking place in the trump administration - orchestrated by trump himself. disgusting and shameful how taxpayers in america have been financially misused.   ,Democrat,[],"['trump', 'trump']"
"It’s my 65th birthday eve, there’s so much going through my mind about this milestone, but selfishly like a little kid, hoping Biden/Harris cross 270. Then, for all of history my bday will be remembered as the day we saved our democracy 😁✊🏽So proud to be a  💙🇺🇸","it s my 65th birthday eve, there s so much going through my mind about this milestone, but selfishly like a little kid, hoping biden/harris cross 270. then, for all of history my bday will be remembered as the day we saved our democracy    so proud to be a     ",Democrat,"['Biden', 'Harris']",[]
"230,000 dead not one word of condolence, not one empathetic utterance no national moment of silence no flags ordered lowered from trump and his administration that is disgraceful. Those lives were people not just numbers. They just don't care  ","230,000 dead not one word of condolence, not one empathetic utterance no national moment of silence no flags ordered lowered from trump and his administration that is disgraceful. those lives were people not just numbers. they just don t care  ",Democrat,"['Biden', 'Harris']","['trump', 'Trump']"
"The US election in on coming Tuesday

Phil Leeke – The American Election: Jollity and Gloom are contending for an Empire

https://t.co/P70Zrc9YRS

      https://t.co/77paglrgtz",the us election in on coming tuesday  phil leeke   the american election: jollity and gloom are contending for an empire          ,Democrat,[],['Trump']
Classic!  🤣   https://t.co/Y2HrhPVkzN,classic       ,Democrat,[],['Trump']
Tori &amp; MJ(@thebuttshousehold) on TikTok: GOODBYE ORANGE CHEETO           https://t.co/14DtXun8e8,tori and; mj  thebuttshousehold  on tiktok: goodbye orange cheeto           ,Democrat,['biden'],"['trump', 'trump']"
Daily Discussion Thread: 3 Days Until Election Day! via /r/VoteDEM https://t.co/V788yO49yw    ,daily discussion thread: 3 days until election day  via /r/votedem     ,Democrat,[],[]
Donald J. Trump is Chinese and was born in Pakistan. ,donald j. trump is chinese and was born in pakistan. ,Democrat,[],"['Trump', 'Donald']"
Ultimate Karma!! Recently moved in to Cedarburg and instantly marked territory with Biden signs and called police over neighbors  signs being too close to the road multiple times and proceeded to even buy and raise a   flags and last night this happened https://t.co/dAxdIacgNE,ultimate karma   recently moved in to cedarburg and instantly marked territory with biden signs and called police over neighbors  signs being too close to the road multiple times and proceeded to even buy and raise a   flags and last night this happened ,Democrat,"['Biden', 'Biden', 'Harris']",['Trump']
" Not one minute into the  lies for @MSNBC to cut away &amp; correct his claim of illegal votes. The  is real &amp; not going to get us down or distracted!

      ", not one minute into the  lies for  msnbc to cut away and; correct his claim of illegal votes. the  is real and; not going to get us down or distracted         ,Democrat,['Biden'],"['Trump', 'Trump', 'Trump']"
"Trump exposing Americans to death from Covid-19 is not only a reason to vote him out of office; it also fits the definition of criminal negligent homicide.
 
 https://t.co/cZ1aWr4JM0",trump exposing americans to death from covid-19 is not only a reason to vote him out of office; it also fits the definition of criminal negligent homicide.    ,Democrat,[],"['Trump', 'Trump']"
"I did not vote for Obama, either time. But I still called him my president, and I did not resist. If  wins, he will never be my president, and I will  as much as the anti-Trumpers did for Trump.
","i did not vote for obama, either time. but i still called him my president, and i did not resist. if  wins, he will never be my president, and i will  as much as the anti-trumpers did for trump. ",Democrat,"['Joe', 'Biden', 'Biden', 'Harris']","['Trump', 'Trump']"
"SOCIAL JUSTICE TRIUMPHS IN ELECTION
Voters reject our systemic racial divides and have votes to change it.   
https://t.co/OQynmJZoGD",social justice triumphs in election voters reject our systemic racial divides and have votes to change it.    ,Democrat,[],[]
Trump has ripped off America! And he told Clinton during debates that his not paying Federal taxes “Makes me smart.”   https://t.co/QpETgL3Zw2,trump has ripped off america  and he told clinton during debates that his not paying federal taxes  makes me smart.    ,Democrat,[],"['Trump', 'Trump']"
"The enemy hasSatan on its side ! : 
@EU_Commission
@EUparlement
 @eucopresident
 @LeaveEUOfficial
 @EUCouncilPress
                 

https://t.co/Jz5JzzpxBr https://t.co/vwk749T7r1",the enemy hassatan on its side   :   eu commission  euparlement   eucopresident   leaveeuofficial   eucouncilpress                     ,Democrat,[],[]
"LIAR! Trump is definitely scared. If he loses he's going to jail. No more presidential protection. Might have a seizure or heart attack tomorrow night. 

Election updates: Donald Trump says he's not nervous: 'I've been here before' https://t.co/kcsTkSrnrX via @usatoday",liar  trump is definitely scared. if he loses he s going to jail. no more presidential protection. might have a seizure or heart attack tomorrow night.   election updates: donald trump says he s not nervous:  i ve been here before   via  usatoday,Democrat,[],"['Trump', 'Trump', 'Trump', 'Donald']"
Do Trump supporters block you when you express your opposition to their views in a civilised manner?      https://t.co/M1nK9vB7bs,do trump supporters block you when you express your opposition to their views in a civilised manner       ,Democrat,"['Biden', 'Biden', 'Harris']","['Trump', 'Trump', 'Trump']"
"I know a great  that you and all of your resister friends should follow!

She's a real smartass, loathes Trump and her handle is @ohreallyya

Make sure to  and tell all of your friends!

😄🤣😄🤣 https://t.co/VIs7qfDlf1","i know a great  that you and all of your resister friends should follow   she s a real smartass, loathes trump and her handle is  ohreallyya  make sure to  and tell all of your friends        ",Democrat,[],['Trump']
"I’m taking a nap. When I wake, may Trump be gone🤞🏽        ","i m taking a nap. when i wake, may trump be gone          ",Democrat,"['Biden', 'Biden', 'Harris']","['Trump', 'Trump', 'Trump', 'Trump', 'Trump']"
"Comment during  and @FunnyAida may call it out and answer you!

TODAY tune in for a surprise guest at 12PM PST / 3PM EST!

        https://t.co/vdHD0EPoOO",comment during  and  funnyaida may call it out and answer you   today tune in for a surprise guest at 12pm pst / 3pm est           ,Democrat,[],['trump']
" 🗳️  @trumpwasamistake  get your  only $25 🗳️
          🌍 Click the link  https://t.co/jSHbTIzRa4 https://t.co/khzgdFKRZu",      trumpwasamistake  get your  only $25                click the link   ,Democrat,[],"['trump', 'trump', 'trump', 'trump', 'trump', 'trump', 'trump', 'TRUMP']"
"CRABS LIVE NOW til 7 pm EST ---&gt;
https://t.co/wEwGX7gMwq
     
We are also on Spotify/ Stitcher https://t.co/osELS9CP7y",crabs live now til 7 pm est --- gt;        we are also on spotify/ stitcher ,Democrat,[],"['Trump', 'Trump']"
"POLL TIME!!!! Please Vote, Comment and Retweet

Who will have the unenviable task of telling trump that he lost the election?  

 for results
 
 

(Another relate poll in thread)","poll time     please vote, comment and retweet  who will have the unenviable task of telling trump that he lost the election      for results       another relate poll in thread ",Democrat,"['Biden', 'Harris']",['trump']
Let’s talk about why your favorite rapper is voting for Donald Trump..for full video and more content hit this link https://t.co/B0V8PNuAkQ          https://t.co/SgG8ggGoAP,let s talk about why your favorite rapper is voting for donald trump..for full video and more content hit this link           ,Democrat,"['Biden', 'Harris']","['Trump', 'Trump', 'Donald']"
"Don't get it wrong people,  @realDonaldTrump wants to get rid of anyone who isn't part of his cult.  That's why he showed his acolytes he's okay with them attacking Biden on the road, in fact, he encourages it.  ","don t get it wrong people,   realdonaldtrump wants to get rid of anyone who isn t part of his cult.  that s why he showed his acolytes he s okay with them attacking biden on the road, in fact, he encourages it.  ",Democrat,['Biden'],"['Trump', 'Trump', 'Trump', 'Donald']"
"BOYCOTT GOYA FOODS https://t.co/a0Rr0JIPfP CEO ENDORSES DONALD TRUMP, RACISM &amp; FACISM IS NOT AN OPTION              https://t.co/OPFbgmKV34","boycott goya foods  ceo endorses donald trump, racism and; facism is not an option              ",Democrat,[],"['TRUMP', 'trump', 'trump', 'DONALD']"
"Trump has already now officially gotten more votes this year (69.6 million) than Obama did in his 2008 landslide (~69.5 million).

Whatever the ultimate outcome of  it certainly wasn't the massive repudiation of Trump &amp; Trumpism that  types had hoped for! https://t.co/snzcypPPMM",trump has already now officially gotten more votes this year  69.6 million  than obama did in his 2008 landslide   69.5 million .  whatever the ultimate outcome of  it certainly wasn t the massive repudiation of trump and; trumpism that  types had hoped for  ,Democrat,[],"['Trump', 'Trump', 'Trump']"
"Wow, just wow! No punches are pulled here by  ⁦@guardian⁩   https://t.co/4JKqeYkRqN","wow, just wow  no punches are pulled here by    guardian    ",Democrat,[],['Trump']
"Rob Sheridan (Rob SKARIdan Says. Vote BLM Artis Revolution   @rob_sheridan    

 BINGO❗️

“Big Guy”  Pedo    Joe Biden is a racist Anti-Semitic coward

https://t.co/wPiXZwqclj https://t.co/wQofMhYe6V",rob sheridan  rob skaridan says. vote blm artis revolution    rob sheridan       bingo     big guy   pedo    joe biden is a racist anti-semitic coward   ,Democrat,"['Joe', 'Biden']",[]
"“the Pennsylvania election will be affected by corrupted voter rolls, votes cast from ineligible addresses and a post office that doesn’t deliver mail on time,”
         https://t.co/lzIEdYVhYo"," the pennsylvania election will be affected by corrupted voter rolls, votes cast from ineligible addresses and a post office that doesn t deliver mail on time,           ",Democrat,"['Biden', 'Biden', 'Harris']","['Trump', 'Trump', 'Pence', 'GOP']"
"The narrative is being created as we speak. Ted Cruz is just expressing his ""anger"" at the media and he wants them to apologize to the 'people of the US' for having stolen the election. 
Prepare for what's coming Resisters. We have a lot of work ahead.
  ",the narrative is being created as we speak. ted cruz is just expressing his  anger  at the media and he wants them to apologize to the  people of the us  for having stolen the election.  prepare for what s coming resisters. we have a lot of work ahead.   ,Democrat,[],['Trump']
              https://t.co/dUvHhRgx8G,              ,Democrat,[],"['Trump', 'Trump']"
"Kamala Harris - Coronavirus, Police Reform, And Unifying America | The D... https://t.co/qBGzAmPsSc via @YouTube 
 
 
 
 
 
 
 
","kamala harris - coronavirus, police reform, and unifying america   the d...  via  youtube                ",Democrat,"['Biden', 'Biden', 'Biden', 'Kamala', 'Harris', 'Harris', 'Harris', 'Harris']",['Trump']
"U.S. GDP Grew 33.1% in Third Quarter, Fastest Expansion Ever https://t.co/OTgjMq4BfP via @BreitbartNews   ","u.s. gdp grew 33.1  in third quarter, fastest expansion ever  via  breitbartnews   ",Democrat,['Biden'],['Trump']
"Joe Biden and Kamala Harris should take over immediately. COVID is spiking out of control and the WH is nowhere to be found. The president makes crazy claims about the election instead. Very worried about his state of mind and the country until 1/20!

@SpeakerPelosi 
",joe biden and kamala harris should take over immediately. covid is spiking out of control and the wh is nowhere to be found. the president makes crazy claims about the election instead. very worried about his state of mind and the country until 1/20    speakerpelosi  ,Democrat,"['Joe', 'Biden', 'Kamala', 'Harris']",['Trump']
"It’s Election Day, America.  

Let’s go fire some underperforming employees. 

 ","it s election day, america.    let s go fire some underperforming employees.    ",Democrat,[],[]
"Justices Alito, Thomas and Gorsuch say they are willing to throw out certain ballots after Election Day. https://t.co/J6dGcMftQ1 via @HuffPostPol 
😷🌊🌊       🏳️‍🌈  ","justices alito, thomas and gorsuch say they are willing to throw out certain ballots after election day.  via  huffpostpol                  ",Democrat,"['Biden', 'Harris']",[]
 .     https://t.co/4k0eqALbrp, .     ,Democrat,"['Biden', 'Harris']","['Trump', 'Trump']"
Orando aqui pro Trump perder.  https://t.co/ERasg9Z4yN,orando aqui pro trump perder.  ,Democrat,[],"['Trump', 'Trump']"
"   TO  BEFORE 

 (   
       ",   to  before                ,Democrat,[],"['TRUMP', 'Trump']"
Can this be true? Hope! Hope! Hope! 👀👇🏼   @ResistanceParty @TheDemCoalition @Millennial_Dems          https://t.co/EIJURKwems,can this be true  hope  hope  hope         resistanceparty  thedemcoalition  millennial dems          ,Democrat,"['Biden', 'Biden', 'Harris']","['trump', 'Trump', 'GOP']"
"Hearing the   campaign tell people to ""stay patient &amp; stay calm"" while waiting for the election results; it sound like  are telling rioters not to let loose just quite yet, in their own special way.   ","hearing the   campaign tell people to  stay patient and; stay calm  while waiting for the election results; it sound like  are telling rioters not to let loose just quite yet, in their own special way.   ",Democrat,"['Biden', 'Democrats', 'Democrat']",['Trump']
"Lil Wayne is a traitor. So many black people have died during the last 4 years and Trump hasn't condemn the actions
         https://t.co/6iv8O9iHuv",lil wayne is a traitor. so many black people have died during the last 4 years and trump hasn t condemn the actions          ,Democrat,"['Biden', 'Biden', 'Biden', 'Harris']","['Trump', 'Trump']"
Anyone else worried he’s gonna push the nuke button?!?       ,anyone else worried he s gonna push the nuke button          ,Democrat,"['Biden', 'Biden', 'Biden', 'Harris']","['Trump', 'Trump', 'Trump', 'Trump']"
"Wonder how many people voting for Joe Biden are thinking they're helping  , , well  started under Obama , started under Obama , is just  &amp; gift for insurance companies. Should be  except for greed ","wonder how many people voting for joe biden are thinking they re helping  , , well  started under obama , started under obama , is just  and; gift for insurance companies. should be  except for greed ",Democrat,"['Joe', 'Biden']",[]
"
           

 Donald Trump's  filmed saying manic prayers for his victory.
https://t.co/SWZz8kzgBB",               donald trump s  filmed saying manic prayers for his victory. ,Democrat,[],"['Trump', 'Trump', 'Trump', 'Trump', 'Trump', 'Trump', 'Donald', 'Donald']"
"https://t.co/nlSMvc2MRx
The billboards show Trump smiling next to figures of COVID-19 fatalities and Kushner next to the quote “'[New Yorkers] are going to suffer and that’s their problem.”
   

", the billboards show trump smiling next to figures of covid-19 fatalities and kushner next to the quote    new yorkers  are going to suffer and that s their problem.       ,Democrat,"['Biden', 'Harris']","['Trump', 'Trump']"
Follow  .@BillKristol to keep up with his numerous schemes to get back into power. ,follow  . billkristol to keep up with his numerous schemes to get back into power. ,Democrat,[],['Trump']
"On the eve of the US election, I am thankful to be Canadian but at the same time worry about my US friends &amp; relatives.  ","on the eve of the us election, i am thankful to be canadian but at the same time worry about my us friends and; relatives.  ",Democrat,"['Biden', 'Harris']",['Trump']
"Hundreds of stores and businesses are boarding up in preparation for post-election unrest, violence, looting and arson from...
@realDonaldTrump @JoeBiden  ","hundreds of stores and businesses are boarding up in preparation for post-election unrest, violence, looting and arson from...  realdonaldtrump  joebiden  ",Democrat,"['Joe', 'Biden']","['Trump', 'Donald']"
"Old ignorant racist  (?) just said what!? Man USA you are done. Mitch McConnell &amp; Donald Trump &amp; Mark Zuckerberg ended you!      

@NBCNews @tombrokaw @LesterHoltNBC @CNN @MSNBC @TheRoot",old ignorant racist      just said what   man usa you are done. mitch mcconnell and; donald trump and; mark zuckerberg ended you          nbcnews  tombrokaw  lesterholtnbc  cnn  msnbc  theroot,Democrat,[],"['Trump', 'Donald', 'GOP']"
"        

America's crimes against humanity aren't on the ballot this year — but they should be

@Salon https://t.co/0kFnHMwhFF",          america s crimes against humanity aren t on the ballot this year   but they should be   salon ,Democrat,['Biden'],['Trump']
"Scoop: Biden's closing blitz https://t.co/4aHt9HLh31  
😷🌊🌊       🏳️‍🌈  ",scoop: biden s closing blitz                    ,Democrat,"['Biden', 'Biden', 'Harris']",[]
" 
Whitey vs Whitey 
and regardless  wins 

 getting taken for a ride. https://t.co/5UPSqezaBQ",  whitey vs whitey  and regardless  wins    getting taken for a ride. ,Democrat,[],[]
PS Declaring victory or conceding is meaningless. All that matters is the count and the constitutionally mandated process (which doesn't end on election day)   ,ps declaring victory or conceding is meaningless. all that matters is the count and the constitutionally mandated process  which doesn t end on election day    ,Democrat,[],[]
"I know we are all used to it, but ostensibly @realDonaldTrump still has a rather important job to do, and instead of doing it is rage tweeting disinformation about the election he is losing at 2:30 AM.     ","i know we are all used to it, but ostensibly  realdonaldtrump still has a rather important job to do, and instead of doing it is rage tweeting disinformation about the election he is losing at 2:30 am.     ",Democrat,[],"['Trump', 'trump', 'Donald']"
The  has been selling their  load of malarkey and the middle class has been buying it for years. TAX CUTS DO NOT CREATE JOBS Study: Trump Tax Cuts Failed to Help Anybody But the Wealthy    https://t.co/SwgmlADOrv,the  has been selling their  load of malarkey and the middle class has been buying it for years. tax cuts do not create jobs study: trump tax cuts failed to help anybody but the wealthy    ,Democrat,"['Biden', 'Harris']","['Trump', 'Trump', 'GOP']"
The Trump family is upset because they figured black votes didn't matter.... Ya know...... Since they've thought that black LIVES don't matter all year. Philly and Atlanta said I THINK NOT! 😂🤣    ,the trump family is upset because they figured black votes didn t matter.... ya know...... since they ve thought that black lives don t matter all year. philly and atlanta said i think not        ,Democrat,[],['Trump']
"Drudge Report traffic plunges as content turns against Trump https://t.co/n6h2evq4ch via @nypost 
“He’s on a fast track to irrelevance.” @DRUDGE ",drudge report traffic plunges as content turns against trump  via  nypost   he s on a fast track to irrelevance.   drudge ,Democrat,[],"['Trump', 'Trump']"
QUESTION???? In order to make a campaign contribution to @JoeBiden do I send the funds directly to  party or do I contribute the  cause? Knowing funds will end up in their account anyway???  ,question     in order to make a campaign contribution to  joebiden do i send the funds directly to  party or do i contribute the  cause  knowing funds will end up in their account anyway     ,Democrat,"['Joe', 'Biden', 'Democrat']",[]
"  if you are a person of color and you voted for trump, you deserve what’s coming for you. You have put every person of color in a difficult situation.  ","  if you are a person of color and you voted for trump, you deserve what s coming for you. you have put every person of color in a difficult situation.  ",Democrat,"['Biden', 'Harris']","['trump', 'Trump']"
"Good Afternoon USA 

Reminder that trump/hitler and his corrupt complicit @GOP are still allowing hit jobs on our troops!

Killing US w C19,calling their white supremacists to arms,stand by!

I’m a vet and I’m pissed!

🤬🤬🤬🤬🤬🤬🤬🤬

 traitors and their crimes!

","good afternoon usa   reminder that trump/hitler and his corrupt complicit  gop are still allowing hit jobs on our troops   killing us w c19,calling their white supremacists to arms,stand by   i m a vet and i m pissed              traitors and their crimes   ",Democrat,[],"['trump', 'GOP']"
"So y'all still looking for the info from the laptop huh?? ROFLMAO 





https://t.co/xJvRrXosU9",so y all still looking for the info from the laptop huh   roflmao       ,Democrat,[],"['Trump', 'Trump']"
"Dear Trump supporters,
Remember when the  was a thing and you said, “Don’t matter if you like him or not he is your President!!”
You remember that? So don’t try and use that this time if Biden wins. Whoever is elected is POTUS.","dear trump supporters, remember when the  was a thing and you said,  don t matter if you like him or not he is your president    you remember that  so don t try and use that this time if biden wins. whoever is elected is potus.",Democrat,['Biden'],['Trump']
"
Bruce Springsteen delivers extraordinary call for voters to dump Trump https://t.co/5M2K26zgID", bruce springsteen delivers extraordinary call for voters to dump trump ,Democrat,[],"['trump', 'Trump']"
"Controlling COVID by waiting for a vaccine is like replacing the Affordable Care Act by lowering drug prices.   

https://t.co/jkWzzQmAkg",controlling covid by waiting for a vaccine is like replacing the affordable care act by lowering drug prices.     ,Democrat,[],['Trump']
I'm looking forward to seeing  trending from tomorrow.   https://t.co/nWdE5IZgMS,i m looking forward to seeing  trending from tomorrow.   ,Democrat,[],['Trump']
Biden leads PA by 21K ,biden leads pa by 21k ,Democrat,['Biden'],[]
"a few last tweet options 2 send 2 your 
defeated
TRUMP voter fam member:

       https://t.co/oj7bokjnuN",a few last tweet options 2 send 2 your  defeated trump voter fam member:         ,Democrat,"['BIDEN', 'BIDEN', 'HARRIS']","['TRUMP', 'trump', 'trump', 'donald', 'republicans', 'republicans', 'republican', 'republican']"
"EVERY last vote COUNTS:
I'm voting for @JoeBiden,
NO MATTER the odds.

Sadly, I don't think he can beat Trump, as he doesn't have Don's hype &amp; bravado.

But I'm voting Blue regardless,
for women's, immigrant &amp; LGBT rights.

 
 ","every last vote counts: i m voting for  joebiden, no matter the odds.  sadly, i don t think he can beat trump, as he doesn t have don s hype and; bravado.  but i m voting blue regardless, for women s, immigrant and; lgbt rights.     ",Democrat,"['Joe', 'Biden', 'Biden', 'Biden', 'Harris']","['Trump', 'Trump']"
John Biden wasn't on my ballot so i wrote him in ,john biden wasn t on my ballot so i wrote him in ,Democrat,['Biden'],[]
Obama goes full throttle for Biden https://t.co/rPj2t1lWSn @politico               https://t.co/ABEy71GY6A,obama goes full throttle for biden   politico               ,Democrat,"['Joe', 'Joe', 'Biden', 'Biden']",[]
"I really expect Biden to lose, or Trump just ""declares victory"" and civility Dem  just accepted it passively","i really expect biden to lose, or trump just  declares victory  and civility dem  just accepted it passively",Democrat,['Biden'],['Trump']
https://t.co/uw6PveYgXH            https://t.co/XAAdE6mYpQ,            ,Democrat,[],"['trump', 'Trump']"
    https://t.co/LnAVSaevm0,    ,Democrat,[],[]
"My look back at almost five years of being  

It wasn't easy, and there were costs for our dissent, but we didn't cut and run, like so many other Republicans did.

My Never-Trump Elegy:

https://t.co/4RUBNYXw6y","my look back at almost five years of being    it wasn t easy, and there were costs for our dissent, but we didn t cut and run, like so many other republicans did.  my never-trump elegy:  ",Democrat,[],"['Trump', 'Trump', 'Republicans', 'Republican']"
"Antirassisten in aller Welt sind verärgert darüber, dass so viele Schwarze und Latinos  gewählt haben.  ","antirassisten in aller welt sind ver rgert dar ber, dass so viele schwarze und latinos  gew hlt haben.  ",Democrat,[],['Trump']
"Can we just finally call it what it is? Trump and his crime family are weak as hell. His followers are snowflakes. He tried to intimidate people into not voting, then not counting votes, and he lost. USA is not afraid of fake ass fascists.  ","can we just finally call it what it is  trump and his crime family are weak as hell. his followers are snowflakes. he tried to intimidate people into not voting, then not counting votes, and he lost. usa is not afraid of fake ass fascists.  ",Democrat,[],['Trump']
"Right now is trump's America.
The mess in America is 100% trumps.
This is trump's America.
Get it? Got it? Good! 

           ",right now is trump s america. the mess in america is 100  trumps. this is trump s america. get it  got it  good               ,Democrat,"['Biden', 'Harris']","['trump', 'trump', 'trump']"
"A brilliant piece by  following the last US election  

“If it weren’t so ignorant and pitiful, one could mourn this collapse of dignity in service to an evil cause.” https://t.co/IvIPxzLuvP","a brilliant piece by  following the last us election     if it weren t so ignorant and pitiful, one could mourn this collapse of dignity in service to an evil cause.  ",Democrat,[],[]
Trump ,trump ,Democrat,[],['Trump']
"It is called ""election interference"", and @TheJusticeDept and the @FEC don't see anything wrong in censoring a candidate that, just a detail, happens to be President of the IS @realDonaldTrump 

DISPUTED BY WHOM?


 

 https://t.co/j8ljRVzKoY","it is called  election interference , and  thejusticedept and the  fec don t see anything wrong in censoring a candidate that, just a detail, happens to be president of the is  realdonaldtrump   disputed by whom        ",Democrat,['Biden'],"['Trump', 'Donald']"
"If you support BLM and support Kamala Harris (or Biden) you are very, very confused. She is responsible for the incarceration of thousands of black men in California.  ","if you support blm and support kamala harris  or biden  you are very, very confused. she is responsible for the incarceration of thousands of black men in california.  ",Democrat,"['Biden', 'Kamala', 'Harris']",[]
"A city councilman in Warren, Michigan, is facing charges of impersonating a public officer after he allegedly chased and handcuffed a woman for putting  stickers on campaign signs for Trump   https://t.co/2Q3nZjtSib","a city councilman in warren, michigan, is facing charges of impersonating a public officer after he allegedly chased and handcuffed a woman for putting  stickers on campaign signs for trump   ",Democrat,[],['Trump']
"There was not this degree of enthusiasm 4 years ago when Hillary Clinton was going up against Donald Trump, because some of us were not even old enough to vote yet.
Now we are voting, so we voted for @JoeBiden and @KamalaHarris !!
🇺🇸💙
  
 https://t.co/PIfPV7ejzL","there was not this degree of enthusiasm 4 years ago when hillary clinton was going up against donald trump, because some of us were not even old enough to vote yet. now we are voting, so we voted for  joebiden and  kamalaharris            ",Democrat,"['Joe', 'Biden', 'Kamala', 'Harris']","['Trump', 'Donald']"
"Today’s caravans to get out the vote had one clear message:  

Tomorrow’s the last day for Early Voting. Visit https://t.co/YUM95s1WnK to learn where you can cast your ballot before Election Day.

 https://t.co/c8icwNE8pZ",today s caravans to get out the vote had one clear message:    tomorrow s the last day for early voting. visit  to learn where you can cast your ballot before election day.   ,Democrat,[],[]
Joe Biden underperformed in all big democratic cities BESIDES FOR PHILLY ATLANTA DETROIT AND MILWAUKEE! Coincidence?! I think not. ,joe biden underperformed in all big democratic cities besides for philly atlanta detroit and milwaukee  coincidence   i think not. ,Democrat,"['Joe', 'Biden', 'democrat', 'democratic']",[]
In front of White House now.     https://t.co/3ZoHdRrWWs,in front of white house now.     ,Democrat,[],[]
" participation in 
erodes the VERY MEANING OF 

 cannot be referred to as
FREE &amp; FAIR
by any stretch of the imagination


        https://t.co/WBQ8psel4h", participation in  erodes the very meaning of    cannot be referred to as free and; fair by any stretch of the imagination           ,Democrat,[],"['Trump', 'Trump', 'Trump', 'Trump', 'Trump', 'Trump']"
"🚨🚨💣💣🚨🚨
Bombshell! This is what I've said all along, as the Biden votes mysteriously appear:
ALERT -- Why Does Biden Have So Many More Votes Than Democrat Senators In Swing States?
   https://t.co/ajUXg2WTMJ via @CitizenFreePres","       bombshell  this is what i ve said all along, as the biden votes mysteriously appear: alert -- why does biden have so many more votes than democrat senators in swing states      via  citizenfreepres",Democrat,"['Biden', 'Biden', 'Democrat']",[]
I just served 12 hours in Twitter jail for an alleged violation of TOS just for saying that Trump should face trial for manslaughter and treason. WTF? Is the Trump campaign now using our DOJ to jail  I wasn't inciting violence/physical harm against anyone! Assholes. https://t.co/tIR6lgqNl1,i just served 12 hours in twitter jail for an alleged violation of tos just for saying that trump should face trial for manslaughter and treason. wtf  is the trump campaign now using our doj to jail  i wasn t inciting violence/physical harm against anyone  assholes. ,Democrat,[],"['Trump', 'Trump']"
"Trump’s Closing Argument on Virus Clashes With Science, and Voters’ Lives https://t.co/m6wrMqhYfI

I’m sure @realDonaldTrump believe covid is just around the corner like the buses for his rally attendees were last night.    ","trump s closing argument on virus clashes with science, and voters  lives   i m sure  realdonaldtrump believe covid is just around the corner like the buses for his rally attendees were last night.    ",Democrat,[],"['Trump', 'Trump', 'Trump', 'Trump', 'Donald']"
"Trump Calls To Prosecute Ex-DHS Official Miles Taylor Over Anonymous Op-Ed.
This is how dictators operate.    ",trump calls to prosecute ex-dhs official miles taylor over anonymous op-ed. this is how dictators operate.    ,Democrat,"['Biden', 'Harris']",['Trump']
"Hey, Agent Orange:
     https://t.co/RHQv7k5hYq","hey, agent orange:      ",Democrat,['biden'],[]
Joe  america.  https://t.co/vh4u4q6w0K,joe  america.  ,Democrat,"['Joe', 'Biden']",[]
"BREAKING: Live video feed from Trump's campaign headquarters as Biden rounds the turn in Georgia.

    https://t.co/j9Y1ZXKb3k",breaking: live video feed from trump s campaign headquarters as biden rounds the turn in georgia.      ,Democrat,['Biden'],"['Trump', 'Trump', 'Trump']"
"Finally Trump is going to see how it feels to get dumped for someone new. 70 million of us just dumped him, and he's not taking it well. 

We love our new  @JoeBiden and that awesome  @KamalaHarris. 

 
 
","finally trump is going to see how it feels to get dumped for someone new. 70 million of us just dumped him, and he s not taking it well.   we love our new   joebiden and that awesome   kamalaharris.       ",Democrat,"['Joe', 'Biden', 'Kamala', 'Harris']","['Trump', 'Trump', 'Trump', 'Trump']"
"https://t.co/vsdzynO6SY




 
            ",                   ,Democrat,"['Biden', 'Biden', 'Biden', 'Biden', 'Biden', 'Biden', 'biden', 'Biden', 'Biden', 'Harris', 'Harris']","['Trump', 'Trump', 'republicans', 'republican']"
 Terrorist Thug Opens Fire on an Innocent Trump Supporter., terrorist thug opens fire on an innocent trump supporter.,Democrat,[],['Trump']
Hopefully in January...         https://t.co/G8ljYbw1vW,hopefully in january...         ,Democrat,[],"['Trump', 'Trump', 'Trump', 'Trump', 'Trump', 'Trump']"
"Black Lives Matter, but Black Opinions don't? This is why you should keep who you're voting for to yourself. People can't handle conversation anymore.
     ","black lives matter, but black opinions don t  this is why you should keep who you re voting for to yourself. people can t handle conversation anymore.      ",Democrat,[],[]
"




""Election results: Voters await results in key swing states as ballot counting continues""  https://t.co/QJUHs6ON4U",      election results: voters await results in key swing states as ballot counting continues   ,Democrat,"['Biden', 'Biden', 'Harris', 'Harris']",['Trump']
I have never been more scared on election day in my life  ,i have never been more scared on election day in my life  ,Democrat,['Biden'],['Trump']
Trump taps the server on the shoulder to get their attention while they are talking to another table. ,trump taps the server on the shoulder to get their attention while they are talking to another table. ,Democrat,[],"['Trump', 'Trump']"
